Nom;Brasserie;Pays;Note;Type;Fermentation;°Alc;Bouteille;Ville;Appréciation;Observations;Nom;;
Grimbergen;Maes;Belgique;14;Abbaye;haute;7;33 cl;Waarlos;Une bière ambrée, assez moelleuse, fruitée et bien houblonnée. Additionnée de sucre candi. Bonne bière d' abbaye .; Grimbergen  est une abbaye de Chanoines Réguliers de Prémontré.;Grimbergen;;
Grimbergen Optimo Bruno;Maes;Belgique;13;Abbaye;haute;10;33 cl;Waarlos;Une bière forte en alcool et  capiteuse. Bière transparente et ambrée, fort goût d'alcool qui couvre un peu trop la bière.; Grimbergen  est une abbaye de Chanoines Réguliers de Prémontré.;Grimbergen Optimo Bruno;;
Grimbergen triple;Alken Maes;Belgique;15;Abbaye;haute;9;33 cl;Waarloos;Une  abbaye  dorée, à mousse abondante et aérée, sur lie (léger trouble) Odeur riche de houblon et de malt légérement caramélisé. Nez doux et sucré. Franchise, rondeur, puissance, volupté. Goût net, fort et sucré d'alcool. Saveur pleine et amère, corsée, corsée, avec de la mâche. Bonne bière chaleureuse.;La  Grimbergen  triple subit 3 fermentation (cuve, cave, bouteille);Grimbergen triple;;
Guapa;Redruth;Angleterre;14,5;Pils;basse;5;33 cl;;Pils  pâle, cristalline, bien saturée. Mousse blanche de tenue moyenne. Arôme net de  houblon  aromatique, nez fruité de  malt . Saveur douce et légère Corps bien balancé, bouche fruitée (houblon aromatique, Cascade ou Goldings) et fraîche (menthe ?), amertume faible, corps équilibré. Très agréable.;Bière de style mexicain brassée en angleterre;Guapa;;
Guinness Draught (bottled);Guinness;Irlande;18;Stout;haute;4,3;284 ml (1/2 pinte);Dublin;Le bitter  stout  typique, noir ébène, mousse crémeuse extrêmement stable. Légères touches de  caramel  et café grillés. Goût sec, net, paradoxale et remarquable douceur en bouche (du velours !). Amertume et post-amertume profondes, corps marqué. Excellente bière que  Guinness  conseille à 14° .;Bottled draught  stout  (stout pression, comme au  pub ) livré avec creamer.;Guinness Draught (bottled);;
Guinness draught (canned);Guinness;Irlande;17;Stout;haute;4,1;440 ml;Dublin;Bitter  stout  noir ébène, mousse crémeuse et très stable. Arôme subtilement grillé et fumé. Saveur exceptionnelle, onctueuse, douce mais sèche et amère à la fois. Corps harmonieux, post-amertume très équilibrée et assez longue. Bière légère et veloutée.Quelle personnalité !; Canned draught Guinness  (Stout pression en boîte). Comme au  pub  !;Guinness draught (canned);;
Guinness Extra Stout;Guinness;Irlande;13;Stout;haute;4,3;25 cl;Dublin;Un  stout  qui ressemble assez au  Guinness  importé par Kronenbourg. Bière noire, mousse abondante avec une assez bonne accroche, mais peu serrée. Odeur légèrement caramélisée, subtil goût fumé, un peu piquante. Bien loin de valoir la Draught  Guinness (en bouteille ou au fût);Bière achetée en Irlande. 4.3% vol Alcool contre 5% vol alcool en France.;Guinness Extra Stout;;
Guinness Special Export;Guinness;Irlande;12,5;Stout;haute;8;33 cl;Dublin;Ce n'est pas la vraie  GUINNESS  !!!! mais un  stout  au goût européen (forte), assez lourde d'ailleurs. IMPOSTURE !!!! Bière caramélisée, assez moyenne.;Bière  GUINNESS  d'exportation vers le continent européen.;Guinness Special Export;;
Guinness Stout;Guinness;Irlande;12,5;Stout;haute;5;33 cl;Dublin;Ce n'est pas la vraie  Guinness  (est il possible de la trouver en France ?) mais une bière qui n'en rappelle que vaguement le goût. Odeur d'abord caramélisée, puis fumée. Légèrement piquante. Mousse assez aérée, bière correcte sans plus.;Achetée en France.;Guinness Extra Stout;;
Gulden Draak;Bios;Belgique;13,5;Spéciale;haute;11,5;33 cl;Ertevelde;Orange-pourpre, limpide et bien saturée en bulles moyennes à fines, mousse claire abondante, peu serrée mais stable. Nez à dominante maltée-sucrée, arômes de  levure  âcres et alcoolisés, saveur sucrée, amertume équilibrée, rondeur et force (alcool et  caramel ), mâche moyenne, corsée et capiteuse.;La bière du Dragon Doré. Pour amateur de bière forte, douce et capiteuse.;Gulden Draak;;
Halida;;Vietnam;13;Pale Ale;Basse;5;33 cl;Hanoi;Bière blonde avec peu de goût.;;;;
Hamovniky beer;Moscow Brewery;Russie;11,5;Pils;basse;4,3;50 cl;Moscou;Pils  jaune cristalline, peu saturée, mousse blanche assez stable. Arôme de  houblon  à dominante amère. Goût assez puissant, voire collant, amertume nette, peu aromatique, post-amertume peu aromatique montant progressivement Saveur assez lourde et collante, malgré le faible degré d'alcool. Moyenne.;;Hamovniky beer;;
Hannen Alt;Hannen;Allemagne;13;Altbier;haute;4,8;33 cl;Mönchengladbach;Altbier cuivrée, limpide, finement et régulièrement saturée, mousse beige très serrée et stable. Nez de malt  caramel  brûlé, tons fumés et de  houblon . Saveur amère, post-amertume persistante, bouche ample et colorée de  malt  ambré. Saveur et amertume presque trop sèches, légère âpreté. Très correcte;Bière amère et sèche accompagnant parfaitement les charcuteries.;Hannen Alt;;
Hanssens Gueuze Lambic;Hanssens (Gueuzesteker);Belgique;16,5;Lambic;spontanée;5;75 cl;Dworp;Gueuze  blonde cuivrée, transparente (sur lie), bien saturée en bulles fines Mousse peu tenace. Nez de bois sec, nuances de noisettes, arôme fin mais assez peu fruité. Goût équilibré, acidité très nette, seconde bouche sèche de  houblon . Saveur de futaille et de rhubarbe. Fruité acide remarquable.;Gueuze  lambic  de Jean  Hanssens .;Hanssens Gueuze Lambic;;
Hanssens Kriek Lambic;Hanssens (Gueuzesteker);Belgique;14,5;Lambic;spontanée;5;75 cl;Dworp;Kriek lambic rouge-rosée, transparente (sur lie), peu saturée, mousse rose fine et peu tenace. Nez intense, très fruité et doux, légèrement vert. Bouche douce, fruité concentré de cerise, acidité couverte par le goût du fruit, apparaissant en 2ème bouche. Bonne kriek, un tantinet trop douce.;Kriek de chez Jean Hanssens.;Hanssens Kriek Lambic;;
Hapkin;Louwaeghe;Belgique;17,5;Spéciale;haute;8,5;33 cl;Kortemark;Mousse très abondante mais de durée moyenne, refermentée en bouteille, Cette bière légèrement trouble ( levure ) possède une bonne amertume et un léger fruité de levure. Se rapproche au niveau goût de la Duvel rouge ; donc, très bonne bière forte et corsé à découvrir.;Bière blonde  spéciale  de fermentation haute.;Hapkin;;
Harvey's Christmas Ale;Harvey & Son (Bridge Whare);Angleterre;15,5;Bière de Noël;haute;8,1;275 ml;Lewes;Bière orangée, limpide, mousse fine mais peu serrée, d'assez faible tenue. Nez fin et délicat, arômes parfumés et fleuris, tons de  caramel . Bouche pleine et ronde, belle attaque franche et intense, goût de fleurs fraîches caramélisées surprenant, amertume longue. Une réussite;Bière aromatique, caramélisée et amère. Goût très particulier, fin et fort.;Harvey's Christmas Ale;;
Heineken Lager beer;Heineken;Hollande;11,5;Pils;basse;5;25 cl;Amsterdam;La célébre Heineken. Assez bonne bière blonde de fermentation basse. Pils classique et moelleuse, coule bien en bouche, mais reste assez neutre. Pas mauvaise.;;Heineken Lager beer;;
Helleketelbier;De Bie;Belgique;14;Spéciale;haute;7;33 cl;Watou;Une  spéciale , de couleur marron-orangée, troublée par la  levure  et très saturée. Mousse serrée et stable. Nez aromatique aux tons légèrement épicés et rond. Arôme de fruits mûrs intense et doux. Saveur d'épices douces, goût acre et fruité, avec un corps assez long, doux et velouté. Bonne bière.;;Hellekettelbier;;
Herold;Breznice;Tchéque/Slovaque;13;Pils;basse;5;50 cl;Pragues;Pils  bien saturée, mousse blanche fine moyennement serrée. Arôme de  malt  et de  houblon  assez marqué. Au goût ; amertume nette dominant le goût, saveur corsée, houblonnage puissant et amer. Post-amertume durable. Manque peut être de fraîcheur, mais reste une  pils  bien faite.;Bière tchéque destinée à l'export.;Herold;;
Herold grànatové pivo;Breznice;Tchéque/Slovaque;13;Spéciale basse;basse;5;50 cl;Pragues;Marron-orangé, limpide, mousse beige fine et serrée, bien saturée (petites bulles). Nez léger de  caramel , arôme de  houblon  net et amer. Saveur à peine douce, dominée par une amertume franche. Post-amertume nette et longue, goût amer et corsé, et subtils tons doux de  caramel . Typée et bien faite.;'Altbier' (?) tchéque (en fait, sorte de pils au goût de caramel).;Herold grànatové pivo;;
Het kapittel Abt;Van eecke;Belgique;15;Abbaye;haute;10;33 cl;Watou;Abricot, trouble, mousse abondante, aérée mais stable, fort  saturée . Nez très riche de  levure  et d'alcool, parfum picotant et profond cachant le  houblon . Douceur de goût, profondeur et moelleux épicés, âcreté ( levure ). Amertume et post-amertume puissantes. Corsée, virile, dense et  capiteuse .;Bière d' abbaye  riche et épicée. Beaucoup de personnalité. Très forte.;Het kapittel Abt;;
Het kapittel Pater;Van eecke;Belgique;15,5;Abbaye;haute;6,5;33 cl;Watou;Marron-bourgogne, troublée,  saturation  correcte et mousse abondante, peu serrée et assez stable. Arôme affirmé de  malt   caramel  houblonné, léger nez boisé et de  levure . Goût franc, doux, généreux mais équilibré. Arrière goût amer durable aux nuance grillées de caramel. Rondeur, force, équilibre.;Bière d' abbaye  douce à l'amertume équilibrée.;Het kapittel Pater;;
Het Kappitel Dubbel;Van eecke;Belgique;14;Abbaye;haute;7,5;33 cl;Watou;Marron foncée, trouble, mousse brune serrée à tendance crémeuse et tenace. Nez doux et réglissé, aux tournures aigrelettes, affirmé mais fin. Saveur sucrée en première bouche, puis aigre et finalement réglissée/amère. Post amertume équilibrée, arrière-goût aigre/amer durable. Inhabituel.;Mélange aigre/sucré/amer surprenant. Style d' abbaye  peu courant.;Het Kappitel Dubbel;;
Hieronymus;Schlossbrauerei;Allemagne;13,5;Pils;basse;5;33 cl;Schmieheim;Pils d'un jaune doré intense, voilée par la levure, bien saturée en bulles fines, mousse blanche abondante moyennement serrée mais stable. Arôme fin bien malté, aux nuances acres de levure. Saveur assez ronde de  malt , peu amère, acreté équilibrée de la levure. Arrière goût malté agréable.; Pils  allemande sur  levure  !;Hieronymus;;
Hoegaarden;De Kluis;Belgique;15,5;Blanche;haute;5;25 cl;Hoegaarden;Une  blanche  voilée, jaune paille, pâle, mousse très blanche et dense. Le nez évoque des agrumes.  Goût évolutif , d'abord acide et un peu piquant sa légère amertume de céréales vire au moelleux acidulé, légèrement sucré Très bonne bière  blanche , ronde et corsée, à boire fraîche.;45% de froment, 5% d'avoine, 50% d'orge, aromatisée au coriandre + curaçao;Hoegaarden;;
Hoegaarden Grand cru;De Kluis;Belgique;13;Spéciale;haute;8,7;33 cl;Hoegaarden;Une triple tout à fait convenable et assez forte. Bière aromatisée, relativement pâle;Bière sur  levure .;Hoegaarden Grand cru;;
Holba;Hanusovice;République Tchéque;11,5;Pils;basse;3,5;50 cl;Hanusovice;Pils  jaune claire, transparente, mousse blanche abondante et stable. Arôme fin et fleuri, acidulé, évoquant les céréales. Saveur aérienne, au goût de  malt  subtilement houblonné. Le corps est peu marqué, la saveur générale est équilibrée, légèrement fumée, légère, presqu'aérienne. Manque de vigueur.;Pils bien faite, légère, aérienne, mais manquant presque de personnalité.;Holba;;
Holsten;Holsten;Allemagne;11;Pils;basse;5,2;33 cl;Hamburg;Une  pils  assez pâle, très classique, assez sèche, malgré une certaine douceur dûe au  malt . Amertume emplissant bien la bouche. Toutefois, bière très moyenne. Manque d'originalité et de personnalité.;;Holsten;;
Hommelbier;Van Eecke;Belgique;13;Pils;Haute;7,5;25 cl;Watou;Bière blonde.;;Hommelbier;;
Hoppeland Bier;de St Sylvestre;France;12;Pils;basse;3,6;75 cl;St Sylvestre Cappel;Pils  dorée, claire, limpide. Saturation fine, mousse serrée assez stable. Arôme assez sec de houblon amer, nez presque trop fin. Saveur sèche à l'amertume nette. Bouche au corps de durée plutôt moyenne. Le goût a une atténuation assez rapide, la post-amertume aussi. Manque de fruité malté.;Bière de  Flandres  (Bière du pays du houblon dixit étiquette);Hoppeland Bier;;
Hoppeland Bier light;de St Sylvestre;France;12;Pils;basse;2;100 cl;St Sylvestre Cappel;Pils  dorée, limpide, mousse assez aérée, mais de belle tenue. Arôme plutôt agréable, légèrement fruité, avec des arrières-tons de grain cuit. Saveur équilibrée, assez agréable pour une légère en alcool, mais dont le goût s'atténue vite. Corps moyen, bonne amertume. Correcte et sans prétention.;Bière des  Flandres  françaises, légère en alcool.;Hoppeland Bier light;;
Horse ale;Piedboeuf;Belgique;12,5;Pale Ale;haute;5;25 cl;Jupille;Une Ale cuivrée, limpide,  saturation  moyenne, bulles fines, mousse serrée et assez peu tenace. Arôme malté discret et ordinaire. Saveur bien maltée subtilement caramélisée, d'amertume moyenne, manquant de corps. Bière sèche d'un type un peu trop standard. Arrière goût amer en fond de bouche.;Bière belge (probable équivalent d'une pale  ale  ?);Horse ale;;
Hostan 11% Svetlý Výcepni Lezák;Znojmo;République Tchéque;14;Pils;basse;2,8;50 cl;Znojmo;Pils limpide, finement saturée, mousse serrée de tenue moyenne. Arôme très équilibré, nez rond de  malt , complexité aromatique des houblons. Goût fin et délicat. Corps net, sans lourdeur, amertume fraîche bien balancée. Post amertume plus amère, sans excès. Belle longueur, bel équilibre malt/ houblon; Pils  tchéque très équilibrée, légère mais corsée, amère mais sans excès.;Hostan 11% Svetlý Výcepni Lezák;;
Hostan 12% Svetlý Lezák;Znojmo;République Tchéque;12,5;Pils;basse;3,1;50 cl;Znojmo;Pils dorée, limpide, bien saturée, à la mousse moyennement serrée et stable Arôme classique de pils, bien caractérisé  malt / houblon , nez légèrement fumé Saveur équilibrée, amertume nette, post-amertume équilibrée, peu fruitée. Bouche corsée assez dense finale longue et affirmée. Bonne Pils Tchéque.; Pils  tchèque typique, corsée, amère, mais toutefois rafraîchissante.;Hostan 12% Svetlý Lezák;;
Houten kop;Strubbe;Belgique;14;Spéciale;haute;6,5;25 cl;Ichtegem;Couleur bronze-boisé, limpide (sur lie), bien saturée, bulles fines, mousse serrée et stable formant un chapeau. Arôme de  malt  boisé, un peu aigre, fin et inhabituel. Saveur corsée, ayant de la mâche, bien maltée avec un petit côté vineux, amertume et post-amertume équilibrées. Bonne bière.;Bière sur  levure .;Houten kop;;
Ice Beer;Engel ;Allemagne;12;Spéciale;Basse;4,5;33 cl;Schwäbisch Gmüd;Brassée selon un procédé spécial, sa température est abaissé au-dessus de 0°C .Couleur  pale, peu d'amertume, bière rafraichissante. ;;;;
Ichtegem's oud bruin;Strubbe;Belgique;11,5;Spéciale;haute;5;25 cl;Ichtegem;Oud bruin  de couleur marron-acajou, limpide (sur  levure ), finement saturée, belle mousse serrée. Au nez, arômes fruités typiques, odeur de vieux bois et de moisissures nobles, nez piquant. Saveur aigre-douce, arrière bouche amère, sucrée, étonnante. Manque de finesse et d'équilibre aigre/doux.;Bière de type Oud bruin;Ichtegem's oud bruin;;
Imperial russian stout;Courage;Angleterre;14;Stout;haute;10;17 cl;Staines;Stout noir, mousse brune assez serrée et stable. Au nez, on perçoit un net arôme de  malt  torréfié et de  caramel  brûlé. Le goût est à la hauteur de l'arôme ; ample, intense. Amertume de café brûlé, saveur de réglisse, goût sucré, dense et très amer. Post-amertume longue, intense. Bouche collante.; Stout  d'une intensité douce-amère incroyable. Bouteille de 17 cl.;Imperial russian stout;;
Jack-op;Brabrux;Belgique;13;Spéciale;haute;5;25 cl;Wolvertem;Orangée, transparente, mousse serrée de durée réduite, bien  saturée . Arôme d'intensité moyenne, malté, houblonné-sur, léger nez caramélisé. Saveur bien maltée, bonne attaque aigre-douce qui s'atténue assez vite (manque de corps), arrière-goût malté-sur,léger et prolongé. Agréable.;;Jack-op;;
Jacobins Framboise;Brouwerj Bockor;Belgique;14;Lambic;Spontanée;5,5;25 cl;Bellegem;;;;;
Jade;Castellain;France;14;Garde;haute;;75 cl;Bénifontaine;Cette garde blonde, jaune paille, limpide posséde une belle mousse de volume assez important, aérée, légère et de durée moyenne. Arôme puissant et légèrement pilsé. Goût bien houblonné et  malt  très présent. Assez bonne bière de  garde .;Bière de  garde  blonde.;Jade;;
